id,name,downhill_skiing,nordic_skiing,opening_date,opening_confirmed,closing_date,snowreports,date,updated,status_id,status_open,status_text,lifts_open,lifts_total,runs_open,runs_total,km_open,km_total,snowdepth_min,snowdepth_max,snow_quality,green_runs_open,green_runs_total,blue_runs_open,blue_runs_total,red_runs_open,red_runs_total,black_runs_open,black_runs_total,special_runs,avalanche_risk,avalanche_risk_text,comment,extended_elements,snowpark,special_runs_text,special_runs_open,special_runs_total,trineos,esqui_de_fondo
236,Grand Tourmalet,1,0,10/12/2022,1,02/04/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 11:24:09', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '15', 'lifts_total': '28', 'runs_open': '18', 'runs_total': '53', 'km_open': '47', 'km_total': '100', 'snowdepth_min': '130', 'snowdepth_max': '140', 'snow_quality': '-', 'green_runs_open': '8', 'green_runs_total': '11', 'blue_runs_open': '8', 'blue_runs_total': '24', 'red_runs_open': '2', 'red_runs_total': '14', 'black_runs_open': '-', 'black_runs_total': '4', 'special_runs': 0, 'avalanche_risk': '4', 'avalanche_risk_text': 'Fuerte', 'comment': 'Apertura progresiva de pistas y remontes. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones meteorológicas y los trabajos de acondicionamiento.', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Itinerarios de Skimo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 67}, {'element_name': 'Raquetas', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 33}, {'element_name': 'Trineos', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 32}]}, {'group_name': 'Sectores', 'group_items': [{'element_name': 'Barèges', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'La Mongie', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'Conexión Barèges-Mongie', 'element_status_id': '2', 'element_status_text': 'Previsión apertura', 'element_icon': '31'}, {'element_name': 'TF Pic du Midi', 'element_status_id': '2', 'element_status_text': 'Previsión apertura', 'element_icon': '1'}]}]}, {'date': '2023-01-21', 'updated': '2023-01-21 08:55:44', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '21', 'lifts_total': '28', 'runs_open': '32', 'runs_total': '53', 'km_open': '79', 'km_total': '100', 'snowdepth_min': '130', 'snowdepth_max': '140', 'snow_quality': '-', 'green_runs_open': '9', 'green_runs_total': '11', 'blue_runs_open': '19', 'blue_runs_total': '24', 'red_runs_open': '4', 'red_runs_total': '14', 'black_runs_open': '-', 'black_runs_total': '4', 'special_runs': 0, 'avalanche_risk': '4', 'avalanche_risk_text': 'Fuerte', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Itinerarios de Skimo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 67}, {'element_name': 'Raquetas', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 33}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32, 'element_num_open': '2', 'element_num_total': '2', 'element_num_text': 'pistas'}]}, {'group_name': 'Sectores', 'group_items': [{'element_name': 'Barèges', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'La Mongie', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'Conexión Barèges-Mongie', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '31'}, {'element_name': 'TF Pic du Midi', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '1'}]}]}]",2023-01-20,2023-01-20 11:24:09,1,1,Abierta,15,28,18,53,47,100,130,140,-,8,11,8,24,2,14,-,4,0,4,Fuerte,Apertura progresiva de pistas y remontes. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones meteorológicas y los trabajos de acondicionamiento.,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Itinerarios de Skimo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 67}, {'element_name': 'Raquetas', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 33}, {'element_name': 'Trineos', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 32}]}, {'group_name': 'Sectores', 'group_items': [{'element_name': 'Barèges', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'La Mongie', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'Conexión Barèges-Mongie', 'element_status_id': '2', 'element_status_text': 'Previsión apertura', 'element_icon': '31'}, {'element_name': 'TF Pic du Midi', 'element_status_id': '2', 'element_status_text': 'Previsión apertura', 'element_icon': '1'}]}]",1,,,,1.0,0.0
1520,Hautacam,1,0,21/01/2023,1,05/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 09:03:53', 'status_id': '6', 'status_open': '0', 'status_text': 'Cerrada', 'lifts_open': '-', 'lifts_total': '7', 'runs_open': '-', 'runs_total': '16', 'km_open': '-', 'km_total': '20', 'snowdepth_min': '-', 'snowdepth_max': '-', 'snow_quality': '-', 'green_runs_open': '-', 'green_runs_total': '5', 'blue_runs_open': '-', 'blue_runs_total': '5', 'red_runs_open': '-', 'red_runs_total': '6', 'black_runs_open': '-', 'black_runs_total': '-', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información', 'comment': 'Pistas de esquí cerradas. Fecha prevista de inicio de la temporada: Sábado 21 de Enero de 2023.', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Esquí de fondo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 29}, {'element_name': 'Raquetas', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 33}]}]}, {'date': '2023-01-21', 'updated': '2023-01-21 13:27:07', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '3', 'lifts_total': '7', 'runs_open': '15', 'runs_total': '16', 'km_open': '-', 'km_total': '20', 'snowdepth_min': '30', 'snowdepth_max': '30', 'snow_quality': 'Suave/Pisada', 'green_runs_open': '5', 'green_runs_total': '5', 'blue_runs_open': '5', 'blue_runs_total': '5', 'red_runs_open': '5', 'red_runs_total': '6', 'black_runs_open': '-', 'black_runs_total': '-', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información', 'comment': 'Apertura progresiva de pistas y remontes. Los datos de apertura podrían variar a lo largo del día en función de la evolución de los trabajos de acondicionamiento.', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Esquí de fondo', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 29, 'element_km_open': '15', 'element_km_total': '15'}, {'element_name': 'Raquetas', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 33}]}]}, {'date': '2023-01-22', 'updated': '2023-01-22 10:26:03', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '3', 'lifts_total': '7', 'runs_open': '14', 'runs_total': '16', 'km_open': '-', 'km_total': '20', 'snowdepth_min': '3', 'snowdepth_max': '35', 'snow_quality': 'Fresca', 'green_runs_open': '5', 'green_runs_total': '5', 'blue_runs_open': '4', 'blue_runs_total': '5', 'red_runs_open': '5', 'red_runs_total': '6', 'black_runs_open': '-', 'black_runs_total': '-', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Esquí de fondo', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 29, 'element_km_open': '15', 'element_km_total': '15'}, {'element_name': 'Raquetas', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 33}]}]}]",2023-01-20,2023-01-20 09:03:53,6,0,Cerrada,-,7,-,16,-,20,-,-,-,-,5,-,5,-,6,-,-,0,-1,sin información,Pistas de esquí cerradas. Fecha prevista de inicio de la temporada: Sábado 21 de Enero de 2023.,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Esquí de fondo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 29}, {'element_name': 'Raquetas', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 33}]}]",0,,,,0.0,1.0
238,Luz Ardiden,1,0,03/12/2022,1,19/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 11:24:09', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '5', 'lifts_total': '9', 'runs_open': '12', 'runs_total': '29', 'km_open': '29', 'km_total': '60', 'snowdepth_min': '50', 'snowdepth_max': '130', 'snow_quality': 'Fresca', 'green_runs_open': '3', 'green_runs_total': '3', 'blue_runs_open': '5', 'blue_runs_total': '8', 'red_runs_open': '3', 'red_runs_total': '13', 'black_runs_open': '1', 'black_runs_total': '5', 'special_runs': 0, 'avalanche_risk': '4', 'avalanche_risk_text': 'Fuerte', 'comment': 'Apertura progresiva de pistas y remontes. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones meteorológicas y los trabajos de acondicionamiento.', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 30}, {'element_name': 'Itinerarios de Skimo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 67}, {'element_name': 'Raquetas', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 33}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32}]}]}]",2023-01-20,2023-01-20 11:24:09,1,1,Abierta,5,9,12,29,29,60,50,130,Fresca,3,3,5,8,3,13,1,5,0,4,Fuerte,Apertura progresiva de pistas y remontes. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones meteorológicas y los trabajos de acondicionamiento.,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 30}, {'element_name': 'Itinerarios de Skimo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 67}, {'element_name': 'Raquetas', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 33}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32}]}]",1,,,,1.0,0.0
1334,Peyragudes,1,0,10/12/2022,1,26/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 11:24:09', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '7', 'lifts_total': '18', 'runs_open': '14', 'runs_total': '50', 'km_open': '-', 'km_total': '60', 'snowdepth_min': '75', 'snowdepth_max': '120', 'snow_quality': 'Suave', 'green_runs_open': '3', 'green_runs_total': '6', 'blue_runs_open': '11', 'blue_runs_total': '23', 'red_runs_open': '-', 'red_runs_total': '17', 'black_runs_open': '-', 'black_runs_total': '4', 'special_runs': 0, 'avalanche_risk': '4', 'avalanche_risk_text': 'Fuerte', 'comment': 'Apertura progresiva de pistas y remontes. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones meteorológicas y los trabajos de acondicionamiento.', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}]}, {'group_name': 'Sectores', 'group_items': [{'element_name': 'Les Agudes', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'Peyresourde', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'TC Skyvall', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '2'}]}]}]",2023-01-20,2023-01-20 11:24:09,1,1,Abierta,7,18,14,50,-,60,75,120,Suave,3,6,11,23,-,17,-,4,0,4,Fuerte,Apertura progresiva de pistas y remontes. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones meteorológicas y los trabajos de acondicionamiento.,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}]}, {'group_name': 'Sectores', 'group_items': [{'element_name': 'Les Agudes', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'Peyresourde', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '56'}, {'element_name': 'TC Skyvall', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '2'}]}]",1,,,,0.0,0.0
239,Piau-Engaly,1,0,03/12/2022,1,11/04/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 11:24:09', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '7', 'lifts_total': '9', 'runs_open': '26', 'runs_total': '40', 'km_open': '51', 'km_total': '65', 'snowdepth_min': '90', 'snowdepth_max': '120', 'snow_quality': 'Fresca', 'green_runs_open': '3', 'green_runs_total': '5', 'blue_runs_open': '14', 'blue_runs_total': '19', 'red_runs_open': '7', 'red_runs_total': '9', 'black_runs_open': '2', 'black_runs_total': '7', 'special_runs': 0, 'avalanche_risk': '4', 'avalanche_risk_text': 'Fuerte', 'comment': 'Apertura progresiva de pistas y remontes. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones meteorológicas y los trabajos de acondicionamiento.', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Itinerarios de Skimo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 67}, {'element_name': 'Trineos', 'element_status_id': '2', 'element_status_text': 'Previsión apertura', 'element_icon': 32, 'element_num_open': '1', 'element_num_total': '2', 'element_num_text': 'pistas'}]}]}]",2023-01-20,2023-01-20 11:24:09,1,1,Abierta,7,9,26,40,51,65,90,120,Fresca,3,5,14,19,7,9,2,7,0,4,Fuerte,Apertura progresiva de pistas y remontes. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones meteorológicas y los trabajos de acondicionamiento.,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Itinerarios de Skimo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 67}, {'element_name': 'Trineos', 'element_status_id': '2', 'element_status_text': 'Previsión apertura', 'element_icon': 32, 'element_num_open': '1', 'element_num_total': '2', 'element_num_text': 'pistas'}]}]",1,,,,1.0,0.0
240,Saint-Lary,1,0,07/12/2022,1,02/04/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 11:24:09', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '14', 'lifts_total': '23', 'runs_open': '25', 'runs_total': '60', 'km_open': '-', 'km_total': '100', 'snowdepth_min': '75', 'snowdepth_max': '140', 'snow_quality': 'Fresca', 'green_runs_open': '6', 'green_runs_total': '7', 'blue_runs_open': '13', 'blue_runs_total': '27', 'red_runs_open': '6', 'red_runs_total': '15', 'black_runs_open': '-', 'black_runs_total': '11', 'special_runs': 0, 'avalanche_risk': '3', 'avalanche_risk_text': 'Notable', 'comment': 'Apertura progresiva de pistas y remontes. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones meteorológicas y los trabajos de acondicionamiento.', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Esquí de fondo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 29}, {'element_name': 'Raquetas', 'element_status_id': '2', 'element_status_text': 'Previsión apertura', 'element_icon': 33}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32, 'element_num_open': '1', 'element_num_total': '2', 'element_num_text': 'pistas'}]}, {'group_name': 'Acceso', 'group_items': [{'element_name': 'TC Pueblo-Estación', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '2'}]}]}]",2023-01-20,2023-01-20 11:24:09,1,1,Abierta,14,23,25,60,-,100,75,140,Fresca,6,7,13,27,6,15,-,11,0,3,Notable,Apertura progresiva de pistas y remontes. Los datos de apertura podrían variar a lo largo del día en función de la evolución de las condiciones meteorológicas y los trabajos de acondicionamiento.,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Esquí de fondo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 29}, {'element_name': 'Raquetas', 'element_status_id': '2', 'element_status_text': 'Previsión apertura', 'element_icon': 33}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32, 'element_num_open': '1', 'element_num_total': '2', 'element_num_text': 'pistas'}]}, {'group_name': 'Acceso', 'group_items': [{'element_name': 'TC Pueblo-Estación', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '2'}]}]",1,,,,1.0,1.0
1522,Val Louron,1,0,17/12/2022,1,19/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 11:24:09', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '5', 'lifts_total': '10', 'runs_open': '17', 'runs_total': '22', 'km_open': '-', 'km_total': '22', 'snowdepth_min': '55', 'snowdepth_max': '55', 'snow_quality': '-', 'green_runs_open': '7', 'green_runs_total': '7', 'blue_runs_open': '6', 'blue_runs_total': '6', 'red_runs_open': '4', 'red_runs_total': '8', 'black_runs_open': '-', 'black_runs_total': '1', 'special_runs': 0, 'avalanche_risk': '4', 'avalanche_risk_text': 'Fuerte'}, {'date': '2023-01-21', 'updated': '2023-01-21 09:17:00', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '8', 'lifts_total': '10', 'runs_open': '20', 'runs_total': '22', 'km_open': '-', 'km_total': '22', 'snowdepth_min': '55', 'snowdepth_max': '55', 'snow_quality': '-', 'green_runs_open': '7', 'green_runs_total': '7', 'blue_runs_open': '6', 'blue_runs_total': '6', 'red_runs_open': '7', 'red_runs_total': '8', 'black_runs_open': '-', 'black_runs_total': '1', 'special_runs': 0, 'avalanche_risk': '3', 'avalanche_risk_text': 'Notable'}]",2023-01-20,2023-01-20 11:24:09,1,1,Abierta,5,10,17,22,-,22,55,55,-,7,7,6,6,4,8,-,1,0,4,Fuerte,,,0,,,,0.0,0.0
4322,Bourg d´Oueil,1,0,04/02/2023,1,05/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 09:03:53', 'status_id': '2', 'status_open': '0', 'status_text': 'Cerrada', 'lifts_open': '-', 'lifts_total': '3', 'runs_open': '-', 'runs_total': '7', 'km_open': '-', 'km_total': '5', 'snowdepth_min': '-', 'snowdepth_max': '-', 'snow_quality': '-', 'green_runs_open': '-', 'green_runs_total': '1', 'blue_runs_open': '-', 'blue_runs_total': '3', 'red_runs_open': '-', 'red_runs_total': '2', 'black_runs_open': '-', 'black_runs_total': '1', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información'}]",2023-01-20,2023-01-20 09:03:53,2,0,Cerrada,-,3,-,7,-,5,-,-,-,-,1,-,3,-,2,-,1,0,-1,sin información,,,0,,,,0.0,0.0
3511,Le Mourtis,1,0,17/12/2022,1,17/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 09:03:53', 'status_id': '6', 'status_open': '0', 'status_text': 'Cerrada', 'lifts_open': '-', 'lifts_total': '10', 'runs_open': '-', 'runs_total': '27', 'km_open': '-', 'km_total': '23', 'snowdepth_min': '50', 'snowdepth_max': '70', 'snow_quality': 'Fresca', 'green_runs_open': '-', 'green_runs_total': '7', 'blue_runs_open': '-', 'blue_runs_total': '7', 'red_runs_open': '-', 'red_runs_total': '6', 'black_runs_open': '-', 'black_runs_total': '3', 'special_runs': 0, 'avalanche_risk': '3', 'avalanche_risk_text': 'Notable', 'comment': 'Pistas de esquí cerradas. Previsión de reapertura: sábado 21 de enero de 2023.', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Esquí de fondo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 29}, {'element_name': 'Trineos', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 32}]}]}]",2023-01-20,2023-01-20 09:03:53,6,0,Cerrada,-,10,-,27,-,23,50,70,Fresca,-,7,-,7,-,6,-,3,0,3,Notable,Pistas de esquí cerradas. Previsión de reapertura: sábado 21 de enero de 2023.,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Esquí de fondo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 29}, {'element_name': 'Trineos', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 32}]}]",1,,,,1.0,1.0
1517,Luchon - Superbagnères,1,0,17/12/2022,1,19/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 09:58:41', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '6', 'lifts_total': '13', 'runs_open': '13', 'runs_total': '29', 'km_open': '-', 'km_total': '32', 'snowdepth_min': '80', 'snowdepth_max': '110', 'snow_quality': 'Fresca', 'green_runs_open': '2', 'green_runs_total': '2', 'blue_runs_open': '8', 'blue_runs_total': '14', 'red_runs_open': '1', 'red_runs_total': '7', 'black_runs_open': '2', 'black_runs_total': '6', 'special_runs': 0, 'avalanche_risk': '3', 'avalanche_risk_text': 'Notable', 'comment': 'Previsión de condiciones meteorológicas adversas. Los datos de apertura podrían verse condicionados en función de la evolución de las condiciones meteorológicas.', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Esquí de fondo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 29}, {'element_name': 'Raquetas', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 33, 'element_num_open': '1', 'element_num_total': '3', 'element_num_text': 'itinerarios'}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32}]}, {'group_name': 'Acceso', 'group_items': [{'element_name': 'TC Pueblo-Estación', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': '2'}]}]}]",2023-01-20,2023-01-20 09:58:41,1,1,Abierta,6,13,13,29,-,32,80,110,Fresca,2,2,8,14,1,7,2,6,0,3,Notable,Previsión de condiciones meteorológicas adversas. Los datos de apertura podrían verse condicionados en función de la evolución de las condiciones meteorológicas.,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Esquí de fondo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 29}, {'element_name': 'Raquetas', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 33, 'element_num_open': '1', 'element_num_total': '3', 'element_num_text': 'itinerarios'}, {'element_name': 'Trineos', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': 32}]}, {'group_name': 'Acceso', 'group_items': [{'element_name': 'TC Pueblo-Estación', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': '2'}]}]",1,,,,1.0,1.0
1504,Ascou-Pailhères,1,0,17/12/2022,1,19/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 10:15:52', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '4', 'lifts_total': '7', 'runs_open': '11', 'runs_total': '17', 'km_open': '-', 'km_total': '17', 'snowdepth_min': '60', 'snowdepth_max': '80', 'snow_quality': 'Fresca', 'green_runs_open': '4', 'green_runs_total': '4', 'blue_runs_open': '4', 'blue_runs_total': '5', 'red_runs_open': '2', 'red_runs_total': '6', 'black_runs_open': '1', 'black_runs_total': '2', 'special_runs': 0, 'avalanche_risk': '-1', 'avalanche_risk_text': 'sin información'}]",2023-01-20,2023-01-20 10:15:52,1,1,Abierta,4,7,11,17,-,17,60,80,Fresca,4,4,4,5,2,6,1,2,0,-1,sin información,,,0,,,,0.0,0.0
233,Ax 3 Domaines,1,0,10/12/2022,1,26/03/2023,"[{'date': '2023-01-20', 'updated': '2023-01-20 11:24:09', 'status_id': '1', 'status_open': '1', 'status_text': 'Abierta', 'lifts_open': '14', 'lifts_total': '19', 'runs_open': '25', 'runs_total': '37', 'km_open': '-', 'km_total': '80', 'snowdepth_min': '60', 'snowdepth_max': '110', 'snow_quality': 'Fresca', 'green_runs_open': '8', 'green_runs_total': '10', 'blue_runs_open': '12', 'blue_runs_total': '12', 'red_runs_open': '4', 'red_runs_total': '10', 'black_runs_open': '1', 'black_runs_total': '5', 'special_runs': 0, 'avalanche_risk': '4', 'avalanche_risk_text': 'Fuerte', 'extended_elements': [{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Itinerarios de Skimo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 67}, {'element_name': 'Raquetas', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 33}]}, {'group_name': 'Acceso', 'group_items': [{'element_name': 'TC Pueblo-Estación', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '2'}]}]}]",2023-01-20,2023-01-20 11:24:09,1,1,Abierta,14,19,25,37,-,80,60,110,Fresca,8,10,12,12,4,10,1,5,0,4,Fuerte,,"[{'group_name': 'Actividades', 'group_items': [{'element_name': 'Snowpark', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 30}, {'element_name': 'Itinerarios de Skimo', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 67}, {'element_name': 'Raquetas', 'element_status_id': '0', 'element_status_text': 'Cerrado', 'element_icon': 33}]}, {'group_name': 'Acceso', 'group_items': [{'element_name': 'TC Pueblo-Estación', 'element_status_id': '1', 'element_status_text': 'Abierto', 'element_icon': '2'}]}]",1,,,,0.0,0.0
